heat_id,timestamp,shift,operator_id,furnace_id,mold_line_id,pattern_id,pattern_age_cycles,season,ambient_temp_C,ambient_humidity_pct,sand_moisture_pct,mold_hardness_B,mold_temp_C,binder_pct,mold_permeability,C_pct,Si_pct,Mn_pct,S_pct,P_pct,Cr_pct,carbon_equivalent,mn_s_ratio_ok,pour_temp_C,superheat_C,pour_rate_kg_per_s,pour_delay_min,cooling_rate_C_per_min,fade_time_min,inoculant_dose_pct,core_moisture_pct,furnace_temp_drift_C,bore_diameter_mm,deck_height_mm,wall_thickness_mm,surface_roughness_Ra_um,defect_class,severity,disposition,customer_complaint,yield_pct,casting_weight_kg,warranty_risk_score,oem_customer
H-2025-02407,2025-06-24 06:57:00,A,OP-104,F1,ML-1,PT-A,125,Monsoon,26.8,78.5,3.25,84.3,40.6,1.98,112.3,3.34,2.165,0.5,0.12,0.087,0.051,4.09,False,1412.7,232.7,7.18,1.26,12.03,2.2,0.151,3.22,10.8,89.5085,219.9997,4.5164,4.41,None,None,OK,False,97.52,214.71,4.37,OEM-TATA
H-2025-02408,2025-06-24 08:04:00,A,OP-104,F2,ML-1,PT-C,1194,Monsoon,27.6,85.3,3.08,89.4,39.2,1.84,143.3,3.6,2.008,0.589,0.085,0.081,0.028,4.296,True,1410.3,230.3,8.19,1.07,10.93,3.8,0.24,3.3,5.0,89.5007,220.0158,4.4982,4.9,None,None,OK,False,95.49,219.31,1.32,OEM-TATA
H-2025-02409,2025-06-24 08:12:00,A,OP-104,F1,ML-1,PT-C,1195,Monsoon,29.8,75.6,3.72,83.5,46.1,1.91,129.9,3.306,2.164,0.64,0.114,0.056,0.001,4.046,True,1444.4,264.4,6.93,2.2,8.34,3.0,0.23,3.52,13.5,89.4944,219.9992,4.4784,5.67,None,None,OK,False,92.5,213.54,0.58,OEM-TATA
H-2025-02410,2025-06-24 10:12:00,A,OP-104,F1,ML-1,PT-A,126,Monsoon,29.5,83.5,3.55,90.5,43.4,1.97,117.4,3.324,2.085,0.512,0.071,0.059,0.032,4.038,True,1408.0,228.0,7.67,3.66,12.56,24.7,0.148,2.75,11.2,89.5032,220.0345,4.5062,4.21,None,None,OK,False,95.88,213.43,1.53,OEM-MAHINDRA
H-2025-02411,2025-06-24 10:48:00,A,OP-104,F2,ML-2,PT-A,127,Monsoon,30.8,75.5,3.25,85.2,45.0,2.18,116.3,3.462,2.017,0.608,0.107,0.059,0.029,4.155,True,1397.6,217.6,6.49,1.76,10.73,7.9,0.223,2.5,4.4,89.4812,220.0097,4.5694,6.4,None,None,OK,False,96.84,219.51,2.17,OEM-TATA
H-2025-02412,2025-06-24 11:43:00,A,OP-104,F2,ML-1,PT-B,1136,Monsoon,29.8,93.5,3.92,82.3,47.1,1.87,146.3,3.58,2.082,0.512,0.077,0.074,0.002,4.299,True,1410.0,230.0,8.2,0.68,6.23,22.1,0.175,3.09,3.6,89.5311,220.0333,4.4351,4.76,None,None,OK,False,92.8,214.07,3.15,OEM-MAHINDRA
H-2025-02413,2025-06-24 12:47:00,A,OP-104,F2,ML-1,PT-B,1137,Monsoon,29.5,92.7,3.62,78.6,40.2,2.01,115.8,3.318,1.945,0.587,0.073,0.095,0.036,3.998,True,1414.0,234.0,7.84,3.35,11.84,3.8,0.231,2.79,3.7,89.4967,219.9868,4.495,4.46,None,None,OK,False,93.79,214.06,2.11,OEM-TATA
H-2025-02414,2025-06-24 14:49:00,B,OP-217,F1,ML-1,PT-C,1196,Monsoon,28.7,79.2,3.34,79.5,44.6,1.82,107.2,3.498,2.215,0.538,0.071,0.062,0.055,4.258,True,1403.9,223.9,7.1,1.21,11.54,17.3,0.138,2.97,11.6,89.4927,219.9786,4.4939,4.15,Dimensional_NC,Scrap,Scrap,False,89.01,215.03,4.63,OEM-TATA
H-2025-02415,2025-06-24 15:54:00,B,OP-217,F2,ML-2,PT-A,128,Monsoon,26.5,76.3,3.5,83.9,42.6,1.74,123.9,3.452,2.077,0.579,0.08,0.069,0.015,4.167,True,1404.9,224.9,7.58,1.72,10.37,3.1,0.2,3.26,6.5,89.4884,219.9905,4.4902,5.83,None,None,OK,False,97.03,218.69,1.77,OEM-TATA
H-2025-02416,2025-06-24 18:52:00,B,OP-217,F1,ML-1,PT-B,1138,Monsoon,29.5,80.0,3.29,78.6,38.2,2.23,130.2,3.259,2.066,0.618,0.1,0.097,0.022,3.98,True,1448.1,268.1,5.71,2.65,11.65,9.5,0.213,3.24,12.7,89.499,219.986,4.5305,5.66,None,None,OK,False,92.93,216.42,1.79,OEM-TATA
H-2025-02417,2025-06-24 19:23:00,B,OP-217,F2,ML-1,PT-C,1197,Monsoon,26.9,75.6,3.23,76.3,42.2,1.83,104.9,3.348,2.145,0.5,0.078,0.05,0.008,4.08,True,1380.6,200.6,7.83,0.32,13.5,5.8,0.261,3.37,5.2,89.5048,219.991,4.5219,6.47,None,None,OK,False,92.48,216.2,2.02,OEM-MAHINDRA
H-2025-02418,2025-06-24 23:16:00,C,OP-308,F2,ML-2,PT-C,1198,Monsoon,32.0,89.7,3.69,82.4,48.3,1.75,122.7,3.345,2.018,0.559,0.101,0.102,0.021,4.052,True,1404.9,224.9,6.81,12.67,5.46,2.5,0.171,3.44,3.2,89.501,220.0046,4.5005,5.48,Gas_Porosity,Major_Rework,Scrap,False,86.33,213.56,3.32,OEM-TATA
H-2025-02419,2025-06-24 23:41:00,C,OP-308,F1,ML-2,PT-A,129,Monsoon,26.5,86.5,3.69,88.0,39.8,1.99,119.2,3.226,2.153,0.5,0.074,0.086,0.014,3.973,True,1437.5,257.5,9.03,9.81,13.0,8.9,0.16,3.16,10.0,89.5004,220.0066,4.5014,4.18,None,None,OK,False,92.18,213.04,1.83,OEM-TATA
H-2025-02420,2025-06-25 02:19:00,C,OP-308,F1,ML-1,PT-C,1199,Monsoon,26.5,85.9,3.86,88.0,35.6,1.81,126.5,3.37,2.103,0.607,0.084,0.062,0.013,4.092,True,1444.5,264.5,7.46,0.67,5.19,0.7,0.152,3.12,11.9,89.491,219.9892,4.5179,4.75,None,None,OK,False,90.58,211.78,1.21,OEM-TATA
H-2025-02421,2025-06-25 03:02:00,C,OP-308,F1,ML-2,PT-A,130,Monsoon,30.7,92.0,4.01,73.2,39.5,2.01,137.8,3.36,2.248,0.542,0.077,0.069,0.025,4.132,True,1423.6,243.6,6.34,2.35,9.04,5.3,0.164,3.5,13.2,89.5012,220.004,4.533,6.71,None,None,OK,False,95.45,212.19,0.97,OEM-MAHINDRA
H-2025-02422,2025-06-25 03:36:00,C,OP-308,F1,ML-1,PT-B,1139,Monsoon,26.6,91.2,3.25,84.8,34.8,1.77,124.3,3.395,2.118,0.554,0.112,0.106,0.007,4.136,True,1390.0,210.0,9.53,4.29,6.91,2.8,0.251,2.93,13.9,89.5254,219.9809,4.5481,5.09,None,None,OK,False,92.35,219.65,3.73,OEM-TATA
H-2025-02423,2025-06-25 05:16:00,C,OP-308,F2,ML-1,PT-A,131,Monsoon,28.4,83.2,4.07,84.4,40.1,2.15,132.7,3.358,1.963,0.583,0.093,0.066,0.034,4.035,True,1417.8,237.8,8.12,14.81,14.37,0.2,0.159,2.33,0.2,89.4944,219.9963,4.5041,5.87,Gas_Porosity,Scrap,Scrap,False,85.94,214.93,5.23,OEM-MAHINDRA
H-2025-02424,2025-06-25 10:07:00,A,OP-104,F1,ML-1,PT-B,1140,Monsoon,31.6,87.2,3.7,80.7,45.8,1.88,109.1,3.27,2.198,0.699,0.089,0.088,0.04,4.032,True,1435.2,255.2,6.57,2.85,9.32,2.7,0.21,3.4,15.0,89.5149,219.9896,4.4558,5.37,None,None,OK,False,93.07,214.69,2.93,OEM-ASHOK_LEYLAND
H-2025-02425,2025-06-25 12:46:00,A,OP-104,F2,ML-1,PT-A,132,Monsoon,30.7,83.8,3.48,84.9,44.4,1.92,121.7,3.6,2.099,0.611,0.081,0.112,0.005,4.337,True,1418.8,238.8,7.74,0.85,10.21,0.3,0.21,3.29,4.6,89.4949,219.9866,4.5309,4.99,None,None,OK,False,97.07,213.84,2.06,OEM-TATA
H-2025-02426,2025-06-25 13:33:00,A,OP-104,F2,ML-2,PT-A,133,Monsoon,27.4,87.5,3.37,90.5,40.5,2.11,104.6,3.376,1.897,0.624,0.076,0.074,0.001,4.033,True,1410.2,230.2,8.41,2.68,9.97,1.9,0.153,3.73,5.3,89.4992,220.0146,4.5004,4.88,None,None,OK,False,97.2,215.04,0.7,OEM-TATA
H-2025-02427,2025-06-25 14:38:00,B,OP-217,F1,ML-1,PT-A,134,Monsoon,27.5,78.0,4.15,82.1,39.7,2.08,102.9,3.506,1.903,0.638,0.07,0.075,0.012,4.165,True,1393.0,213.0,4.5,3.81,10.45,5.2,0.221,3.32,8.8,89.5139,219.9929,4.5274,5.3,Gas_Porosity,Scrap,Scrap,False,88.72,210.49,4.82,OEM-TATA
H-2025-02428,2025-06-25 16:50:00,B,OP-217,F1,ML-2,PT-C,1200,Monsoon,29.6,81.0,4.35,84.8,44.4,2.01,131.7,3.403,2.323,0.664,0.105,0.115,0.024,4.215,True,1431.5,251.5,7.25,2.87,9.94,4.2,0.236,3.26,11.0,89.4661,220.0066,4.5814,6.13,None,None,OK,False,92.16,217.38,4.8,OEM-MAHINDRA
H-2025-02429,2025-06-25 17:51:00,B,OP-217,F2,ML-1,PT-B,1141,Monsoon,28.9,80.0,4.15,77.1,45.8,2.22,118.7,3.531,1.997,0.541,0.061,0.055,0.016,4.215,True,1414.5,234.5,7.11,0.64,12.33,9.2,0.178,3.07,5.2,89.5088,219.986,4.5025,5.06,None,None,OK,False,93.59,213.96,1.54,OEM-TATA
H-2025-02430,2025-06-25 18:44:00,B,OP-217,F1,ML-1,PT-B,1142,Monsoon,26.7,78.3,3.5,83.7,43.0,2.01,128.5,3.257,2.096,0.659,0.08,0.075,0.011,3.98,True,1434.0,254.0,7.14,0.16,11.1,3.0,0.192,2.9,9.6,89.4876,220.0017,4.4992,6.02,None,None,OK,False,94.09,217.68,1.61,OEM-TATA
H-2025-02431,2025-06-25 20:14:00,B,OP-217,F1,ML-1,PT-B,1143,Monsoon,27.0,83.3,3.7,80.7,42.1,1.7,116.3,3.339,2.1,0.578,0.098,0.083,0.001,4.067,True,1401.4,221.4,5.67,0.05,8.62,10.4,0.184,3.14,7.0,89.4987,220.0085,4.4701,4.9,None,None,OK,False,93.8,211.77,0.93,OEM-TATA
H-2025-02432,2025-06-25 22:35:00,C,OP-308,F2,ML-1,PT-A,135,Monsoon,30.8,89.5,4.26,82.0,41.7,1.95,106.2,3.296,2.042,0.503,0.06,0.05,0.02,3.994,True,1417.1,237.1,7.26,5.07,6.31,0.1,0.152,3.6,4.4,89.5034,220.0194,4.5546,4.17,None,None,OK,False,93.64,215.29,0.89,OEM-ASHOK_LEYLAND
H-2025-02433,2025-06-25 22:37:00,C,OP-308,F1,ML-2,PT-A,136,Monsoon,28.1,82.9,3.49,80.5,45.5,1.94,154.0,3.281,1.911,0.5,0.088,0.054,0.082,3.936,True,1399.6,219.6,6.14,4.17,13.15,1.3,0.216,3.34,11.3,89.5173,219.9914,4.4291,4.98,None,None,OK,False,94.98,216.97,3.66,OEM-TATA
H-2025-02434,2025-06-25 22:45:00,C,OP-308,F1,ML-2,PT-A,137,Monsoon,30.8,94.7,4.06,81.2,47.4,1.76,106.0,3.382,1.954,0.542,0.072,0.065,0.035,4.055,True,1443.5,263.5,7.82,0.43,11.09,0.8,0.198,3.69,13.5,89.502,219.9792,4.5058,4.52,None,None,OK,False,93.72,217.04,1.16,OEM-TATA
H-2025-02435,2025-06-26 00:58:00,C,OP-308,F1,ML-2,PT-A,138,Monsoon,27.1,81.0,3.61,83.1,44.6,2.05,114.9,3.32,2.034,0.651,0.085,0.082,0.001,4.026,True,1444.9,264.9,6.98,0.36,9.5,5.4,0.208,3.21,11.1,89.5044,219.999,4.5304,4.42,None,None,OK,False,95.08,215.03,1.05,OEM-ASHOK_LEYLAND
H-2025-02436,2025-06-26 01:36:00,C,OP-308,F2,ML-2,PT-C,50,Monsoon,29.6,94.0,4.52,81.3,43.8,1.74,142.6,3.179,2.1,0.512,0.082,0.066,0.009,3.901,True,1408.6,228.6,7.66,0.02,12.9,7.3,0.112,3.16,3.8,89.4854,219.9717,4.4987,5.09,None,None,OK,False,94.17,215.18,2.28,OEM-TATA
H-2025-02437,2025-06-26 03:20:00,C,OP-308,F2,ML-1,PT-A,139,Monsoon,29.0,78.9,3.97,85.6,40.4,1.91,116.8,3.314,2.02,0.557,0.06,0.073,0.031,4.012,True,1381.4,201.4,7.5,1.17,16.21,0.3,0.214,3.46,5.0,89.485,220.0129,4.4644,6.23,None,None,OK,False,92.43,217.02,4.48,OEM-TATA
H-2025-02438,2025-06-26 03:50:00,C,OP-308,F2,ML-1,PT-B,1144,Monsoon,28.0,81.4,3.49,76.7,40.5,1.81,115.5,3.304,1.937,0.631,0.095,0.089,0.023,3.979,True,1430.1,250.1,7.68,3.68,10.85,3.9,0.251,3.49,5.5,89.5023,219.997,4.4622,4.85,Dimensional_NC,Major_Rework,Scrap,False,90.72,216.79,3.18,OEM-TATA
H-2025-02439,2025-06-26 06:32:00,A,OP-104,F2,ML-1,PT-C,51,Monsoon,29.7,78.3,3.99,87.9,40.9,2.08,115.4,3.456,1.997,0.655,0.07,0.086,0.004,4.15,True,1437.8,257.8,7.06,4.55,14.04,0.4,0.175,3.18,2.9,89.5078,219.9759,4.4948,4.46,None,None,OK,False,93.26,216.43,2.35,OEM-TATA
H-2025-02440,2025-06-26 09:50:00,A,OP-104,F2,ML-2,PT-C,52,Monsoon,26.7,79.8,3.49,79.8,38.3,1.7,92.4,3.176,2.295,0.557,0.077,0.05,0.013,3.958,True,1411.4,231.4,7.5,0.83,11.12,1.0,0.164,3.31,5.4,89.5154,219.9905,4.5222,4.82,None,None,OK,False,97.26,215.3,1.73,OEM-TATA
H-2025-02441,2025-06-27 09:04:00,A,OP-104,F2,ML-1,PT-A,140,Monsoon,31.1,78.1,3.26,82.4,43.4,2.0,107.5,3.288,2.041,0.591,0.086,0.078,0.004,3.995,True,1409.0,229.0,7.66,0.06,14.86,4.2,0.228,3.27,3.2,89.5055,220.0155,4.5099,5.29,None,None,OK,False,96.41,213.77,2.35,OEM-TATA
H-2025-02442,2025-06-27 09:45:00,A,OP-104,F1,ML-1,PT-C,53,Monsoon,30.5,87.5,3.59,87.7,47.8,2.14,131.4,3.26,2.11,0.642,0.091,0.085,0.005,3.991,True,1417.3,237.3,8.73,0.49,10.18,3.8,0.15,3.16,11.4,89.4911,219.9805,4.4789,4.94,None,None,OK,False,96.87,209.58,1.7,OEM-MAHINDRA
H-2025-02443,2025-06-27 11:02:00,A,OP-104,F2,ML-2,PT-B,1145,Monsoon,27.7,79.0,3.53,87.8,40.7,1.79,109.9,3.439,2.242,0.539,0.092,0.074,0.029,4.211,True,1411.6,231.6,7.75,0.0,9.67,1.7,0.101,3.07,5.0,89.5006,220.0115,4.5371,4.55,None,None,OK,False,95.1,213.22,1.09,OEM-MAHINDRA
H-2025-02444,2025-06-27 11:49:00,A,OP-104,F1,ML-1,PT-B,1146,Monsoon,29.5,76.7,3.14,86.2,41.5,1.98,87.9,3.285,2.04,0.596,0.097,0.084,0.034,3.993,True,1436.0,256.0,8.14,0.23,13.99,0.6,0.206,2.85,12.7,89.4922,220.0295,4.5347,5.01,None,None,OK,False,93.6,214.74,2.9,OEM-TATA
H-2025-02445,2025-06-27 15:07:00,B,OP-217,F2,ML-1,PT-B,1147,Monsoon,31.4,80.3,3.33,83.9,45.8,1.7,99.0,3.476,2.4,0.5,0.06,0.089,0.001,4.305,True,1415.7,235.7,7.76,0.8,10.45,7.3,0.176,3.09,4.4,89.4866,220.0194,4.4786,3.99,None,None,OK,False,95.38,214.46,1.98,OEM-TATA
H-2025-02446,2025-06-27 19:07:00,B,OP-217,F2,ML-1,PT-A,141,Monsoon,28.5,88.6,3.21,81.9,39.4,1.81,127.6,3.344,2.209,0.507,0.092,0.081,0.043,4.108,True,1378.8,198.8,7.08,3.02,10.98,3.4,0.225,3.6,2.3,89.4901,220.0072,4.4705,4.09,None,None,OK,False,94.64,210.94,2.87,OEM-MAHINDRA
H-2025-02447,2025-06-27 23:01:00,C,OP-308,F1,ML-1,PT-C,54,Monsoon,28.2,83.6,3.3,82.4,36.3,1.8,117.6,3.409,2.089,0.58,0.085,0.073,0.045,4.129,True,1409.2,229.2,8.06,1.57,13.39,2.0,0.202,3.46,8.6,89.4807,219.9993,4.5325,4.23,None,None,OK,False,96.83,212.6,3.48,OEM-TATA
H-2025-02448,2025-06-28 04:24:00,C,OP-308,F2,ML-1,PT-B,1148,Monsoon,30.8,78.1,3.54,81.9,46.1,2.26,152.6,3.483,2.024,0.644,0.077,0.08,0.048,4.184,True,1413.5,233.5,7.92,5.55,9.87,4.8,0.226,3.28,3.7,89.4856,219.9853,4.4946,6.47,None,None,OK,False,94.04,217.2,2.81,OEM-TATA
H-2025-02449,2025-06-28 04:34:00,C,OP-308,F2,ML-2,PT-B,1149,Monsoon,26.0,76.3,3.77,82.7,37.3,1.81,98.7,3.206,2.312,0.578,0.089,0.05,0.018,3.993,True,1400.3,220.3,5.97,0.16,6.76,5.1,0.205,3.36,5.4,89.4783,220.0171,4.5108,5.88,None,None,OK,False,93.27,208.06,2.3,OEM-ASHOK_LEYLAND
H-2025-02450,2025-06-28 06:06:00,A,OP-104,F2,ML-2,PT-C,55,Monsoon,30.1,89.6,4.06,85.2,40.5,1.84,120.1,3.32,2.027,0.629,0.099,0.1,0.005,4.03,True,1419.9,239.9,8.05,0.8,9.89,9.2,0.233,3.23,4.6,89.5104,220.0117,4.5314,4.94,None,None,OK,False,95.87,216.35,2.19,OEM-ASHOK_LEYLAND
H-2025-02451,2025-06-28 07:59:00,A,OP-104,F1,ML-1,PT-B,1150,Monsoon,27.3,89.1,3.88,84.2,40.6,1.98,111.6,3.401,2.03,0.566,0.072,0.099,0.004,4.11,True,1423.3,243.3,8.44,2.37,9.2,4.6,0.3,2.99,11.8,89.481,220.031,4.4532,6.01,None,None,OK,False,93.51,215.26,2.83,OEM-MAHINDRA
H-2025-02452,2025-06-28 08:30:00,A,OP-104,F2,ML-2,PT-A,142,Monsoon,30.2,84.2,3.07,82.5,39.8,1.85,116.4,3.374,2.285,0.616,0.106,0.098,0.021,4.168,True,1427.4,247.4,7.89,3.39,8.67,3.0,0.183,3.19,3.9,89.49,220.006,4.5072,4.5,None,None,OK,False,96.71,212.05,2.15,OEM-ASHOK_LEYLAND
H-2025-02453,2025-06-28 10:44:00,A,OP-104,F2,ML-2,PT-A,143,Monsoon,28.6,85.6,3.34,80.4,39.4,2.11,96.8,3.194,2.109,0.646,0.102,0.077,0.019,3.923,True,1423.5,243.5,6.58,3.67,13.51,0.3,0.192,3.24,4.4,89.4917,220.0026,4.5067,3.24,None,None,OK,False,95.59,218.16,2.49,OEM-TATA
H-2025-02454,2025-06-28 13:51:00,A,OP-104,F1,ML-2,PT-C,56,Monsoon,26.1,79.8,3.43,82.2,39.2,1.96,106.6,3.434,2.015,0.694,0.091,0.085,0.002,4.134,True,1414.5,234.5,6.74,0.16,9.69,6.6,0.155,3.35,9.9,89.5069,220.0212,4.4785,6.13,None,None,OK,False,97.41,216.54,1.32,OEM-TATA
H-2025-02455,2025-06-28 13:57:00,A,OP-104,F1,ML-2,PT-B,1151,Monsoon,31.2,84.7,3.95,88.0,49.0,1.92,136.9,3.356,2.019,0.573,0.067,0.078,0.01,4.054,True,1423.1,243.1,6.78,0.31,8.56,11.5,0.19,3.39,12.6,89.5026,220.0206,4.4698,4.69,None,None,OK,False,93.87,219.7,1.0,OEM-ASHOK_LEYLAND
H-2025-02456,2025-06-28 16:02:00,B,OP-217,F2,ML-2,PT-C,57,Monsoon,29.3,89.6,3.54,80.3,39.7,1.9,116.1,3.365,1.863,0.719,0.117,0.081,0.071,4.013,True,1388.4,208.4,7.39,0.84,10.65,3.5,0.2,3.62,5.2,89.5028,219.964,4.4843,4.6,None,None,OK,False,95.22,213.77,2.54,OEM-MAHINDRA
H-2025-02457,2025-06-28 17:46:00,B,OP-217,F1,ML-1,PT-A,144,Monsoon,27.9,90.4,3.33,79.4,40.6,1.79,137.0,3.323,2.231,0.569,0.089,0.1,0.016,4.1,True,1456.3,276.3,7.84,3.65,11.57,3.1,0.183,2.78,10.9,89.4768,220.0233,4.446,5.06,None,None,OK,False,93.54,214.03,3.42,OEM-TATA
H-2025-02458,2025-06-28 18:51:00,B,OP-217,F1,ML-1,PT-B,1152,Monsoon,30.2,81.8,4.05,83.8,43.5,2.13,114.4,3.1,2.182,0.554,0.087,0.05,0.085,3.844,True,1427.0,247.0,5.25,2.18,11.58,8.0,0.203,2.97,12.1,89.5015,220.0149,4.4589,6.61,None,None,OK,False,93.34,212.97,1.92,OEM-TATA
H-2025-02459,2025-06-28 19:06:00,B,OP-217,F2,ML-1,PT-C,58,Monsoon,29.0,88.6,3.46,80.7,44.1,2.04,126.9,3.415,2.205,0.513,0.087,0.083,0.004,4.178,True,1370.7,190.7,6.72,1.41,10.72,7.7,0.205,3.29,1.4,89.4936,219.9925,4.5356,5.11,Cold_Shut,Scrap,Scrap,False,88.46,217.31,4.97,OEM-TATA
H-2025-02460,2025-06-28 22:07:00,C,OP-308,F2,ML-1,PT-B,1153,Monsoon,26.2,84.7,3.22,84.3,39.4,2.22,112.3,3.421,2.055,0.625,0.093,0.06,0.031,4.126,True,1405.5,225.5,7.48,0.91,11.26,3.1,0.209,3.38,4.2,89.4856,220.0041,4.4749,7.22,None,None,OK,False,94.88,212.61,1.93,OEM-TATA
H-2025-02461,2025-06-29 01:34:00,C,OP-308,F1,ML-2,PT-A,145,Monsoon,29.9,89.8,3.82,81.9,45.2,2.1,116.7,3.299,2.067,0.665,0.099,0.054,0.068,4.007,True,1390.2,210.2,7.68,1.16,7.28,2.1,0.183,3.92,11.2,89.4955,220.018,4.4606,4.93,None,None,OK,False,94.13,215.17,2.14,OEM-ASHOK_LEYLAND
H-2025-02462,2025-06-29 01:43:00,C,OP-308,F1,ML-2,PT-A,146,Monsoon,31.8,88.8,3.7,82.1,48.5,1.87,105.0,3.172,2.083,0.62,0.085,0.073,0.016,3.89,True,1411.5,231.5,6.73,0.4,11.02,0.5,0.135,3.05,13.3,89.4903,220.0232,4.4984,3.89,Shrinkage,Scrap,Scrap,False,91.14,218.15,4.41,OEM-MAHINDRA
H-2025-02463,2025-06-29 02:35:00,C,OP-308,F1,ML-1,PT-C,59,Monsoon,27.3,90.0,3.58,79.6,38.2,1.87,121.6,3.286,2.205,0.633,0.066,0.052,0.097,4.038,True,1417.4,237.4,7.46,0.53,8.58,1.9,0.227,3.14,11.1,89.4702,220.0127,4.4805,6.58,None,None,OK,False,96.58,216.42,4.28,OEM-MAHINDRA
H-2025-02464,2025-06-29 12:16:00,A,OP-104,F2,ML-2,PT-B,1154,Monsoon,31.2,78.3,3.46,84.9,47.5,2.2,146.4,3.469,1.962,0.563,0.101,0.052,0.081,4.141,True,1425.6,245.6,7.6,2.19,12.76,3.5,0.187,3.01,5.3,89.5055,220.0066,4.4818,4.44,None,None,OK,False,94.1,215.77,2.73,OEM-TATA
H-2025-02465,2025-06-29 13:20:00,A,OP-104,F2,ML-2,PT-A,147,Monsoon,29.7,81.4,3.21,82.7,40.4,1.92,122.3,3.301,2.163,0.607,0.073,0.05,0.065,4.039,True,1425.4,245.4,7.4,4.05,10.08,6.7,0.23,2.98,3.4,89.4786,220.0121,4.537,5.25,None,None,OK,False,96.75,214.31,2.96,OEM-TATA
H-2025-02466,2025-06-29 14:42:00,B,OP-217,F1,ML-1,PT-B,1155,Monsoon,26.5,80.3,3.33,78.3,42.6,1.95,143.9,3.353,2.104,0.568,0.07,0.066,0.024,4.076,True,1377.9,197.9,7.36,1.49,7.24,6.4,0.184,2.92,8.0,89.5205,220.0125,4.5669,4.05,Dimensional_NC,Scrap,Scrap,False,86.75,214.33,5.68,OEM-TATA
H-2025-02467,2025-06-29 15:15:00,B,OP-217,F2,ML-2,PT-A,148,Monsoon,30.4,83.9,3.59,81.4,44.7,1.92,129.6,3.31,1.989,0.556,0.084,0.085,0.041,4.001,True,1407.5,227.5,6.95,2.52,10.8,11.1,0.143,3.24,3.6,89.4741,220.0443,4.5223,4.88,None,None,OK,False,96.62,214.22,3.59,OEM-TATA
H-2025-02468,2025-06-29 21:05:00,B,OP-217,F2,ML-1,PT-A,149,Monsoon,28.6,84.3,2.89,81.2,42.3,1.95,121.7,3.388,2.033,0.58,0.078,0.09,0.025,4.095,True,1411.3,231.3,7.32,0.56,12.46,3.5,0.187,3.51,4.3,89.5104,220.0257,4.4561,4.74,None,None,OK,False,97.48,215.19,2.7,OEM-TATA
H-2025-02469,2025-06-29 23:24:00,C,OP-308,F1,ML-1,PT-A,150,Monsoon,30.8,88.3,4.04,80.7,43.4,1.99,103.9,3.192,2.157,0.648,0.091,0.111,0.008,3.948,True,1418.0,238.0,6.82,1.5,9.55,6.3,0.124,3.34,11.7,89.4979,220.012,4.4903,5.37,None,None,OK,False,95.94,211.97,1.73,OEM-TATA
H-2025-02470,2025-06-30 01:13:00,C,OP-308,F2,ML-1,PT-A,151,Monsoon,29.8,86.4,3.18,82.1,43.3,2.15,112.8,3.326,2.071,0.687,0.094,0.068,0.019,4.039,True,1385.2,205.2,7.45,1.73,12.02,3.5,0.161,3.03,4.2,89.5233,219.9846,4.5265,5.64,None,None,OK,False,95.49,212.54,3.28,OEM-TATA
H-2025-02471,2025-06-30 03:07:00,C,OP-308,F1,ML-2,PT-C,60,Monsoon,26.0,86.6,3.34,82.6,36.4,2.36,133.1,3.482,2.281,0.603,0.078,0.089,0.001,4.272,True,1402.7,222.7,7.05,5.95,14.79,9.3,0.187,3.22,10.7,89.4784,220.014,4.4922,5.44,None,None,OK,False,94.06,213.59,3.73,OEM-TATA
H-2025-02472,2025-06-30 04:34:00,C,OP-308,F2,ML-1,PT-A,152,Monsoon,26.8,87.7,4.04,86.5,39.7,1.93,100.2,3.24,2.167,0.63,0.087,0.078,0.0,3.988,True,1405.5,225.5,7.57,4.32,11.66,9.8,0.15,3.01,3.5,89.5155,219.9956,4.4894,5.09,Gas_Porosity,Major_Rework,Rework,False,91.83,214.57,3.71,OEM-TATA
H-2025-02473,2025-06-30 07:18:00,A,OP-104,F1,ML-1,PT-C,61,Monsoon,28.1,80.5,3.71,80.3,42.2,1.92,115.2,3.317,2.088,0.669,0.078,0.078,0.015,4.039,True,1401.1,221.1,7.49,10.65,7.31,2.2,0.19,3.44,9.8,89.5131,219.9965,4.5026,4.97,Gas_Porosity,Major_Rework,Scrap,False,89.99,215.92,3.58,OEM-ASHOK_LEYLAND
H-2025-02474,2025-06-30 07:21:00,A,OP-104,F2,ML-2,PT-A,153,Monsoon,28.9,79.5,3.52,88.7,40.7,1.95,130.1,3.476,2.012,0.662,0.097,0.082,0.01,4.174,True,1371.8,191.8,7.01,3.13,10.66,5.1,0.161,3.56,1.0,89.4983,219.9838,4.5461,5.51,None,None,OK,False,93.9,211.61,1.83,OEM-TATA
H-2025-02475,2025-06-30 07:59:00,A,OP-104,F2,ML-2,PT-A,154,Monsoon,31.6,79.3,2.88,88.0,43.4,2.05,122.9,3.44,2.041,0.551,0.092,0.089,0.008,4.15,True,1379.1,199.1,7.17,3.51,9.17,24.6,0.222,2.7,3.8,89.5154,220.0031,4.4537,6.02,Shrinkage,Scrap,Scrap,False,89.84,218.31,5.6,OEM-TATA
